shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag
SHP0017,DR-4339,Hurricane,8002,Lanterns,Power,Lighting,1000,980,950,Dallas,Region VI,2017-09-20,2017-09-25,Truck,PowerGrid Supply,8.00,7840,5,1
SHP0018,DR-4339,Hurricane,9002,Extension Cords,Power,Accessories,1500,1480,1450,Atlanta,Region IV,2017-09-20,2017-09-23,Truck,PowerGrid Supply,2.00,2960,3,1
SHP0019,DR-4339,Hurricane,1003,Water Tanks,Food & Water,Beverage,100,95,90,Atlanta,Region IV,2017-09-21,2017-09-26,Truck,BlueRiver Logistics,50.00,4750,5,1
SHP0020,DR-4339,Hurricane,2005,Meal Pouches,Food & Water,Meal,3500,3400,3350,Atlanta,Region IV,2017-09-21,2017-09-24,Truck,BlueRiver Logistics,1.10,3740,3,1
SHP0021,DR-4339,Hurricane,3004,Shelter Kits,Shelter,Protection,900,880,870,Dallas,Region VI,2017-09-22,2017-09-27,Truck,SafeCover Inc,30.00,26400,5,1
SHP0022,DR-4339,Hurricane,4003,Power Banks,Power,Equipment,1500,1450,1400,Dallas,Region VI,2017-09-22,2017-09-28,Truck,PowerGrid Supply,12.00,17400,6,1
SHP0023,DR-4339,Hurricane,5004,Comforters,Shelter,Warmth,2500,2500,2480,Atlanta,Region IV,2017-09-23,2017-09-26,Truck,ComfortCo,18.00,45000,3,0
SHP0024,DR-4339,Hurricane,6003,Baby Wipes,Medical,Infant Care,3000,2950,2900,Atlanta,Region IV,2017-09-23,2017-09-27,Truck,CarePlus Supply,0.20,590,4,1
SHP0025,DR-4339,Hurricane,7003,Bandages,Medical,Emergency,4000,4000,3980,Dallas,Region VI,2017-09-24,2017-09-27,Truck,MedRelief Inc,0.05,200,3,0
SHP0026,DR-4339,Hurricane,8003,LED Lights,Power,Lighting,2000,1950,1900,Dallas,Region VI,2017-09-24,2017-09-30,Truck,PowerGrid Supply,4.00,7800,6,1
SHP0027,DR-4339,Hurricane,9003,Power Strips,Power,Accessories,1800,1750,1700,Atlanta,Region IV,2017-09-25,2017-09-28,Truck,PowerGrid Supply,3.00,5250,3,1
SHP0028,DR-4339,Hurricane,1004,Water Filters,Food & Water,Beverage,1200,1180,1150,Atlanta,Region IV,2017-09-25,2017-09-29,Truck,BlueRiver Logistics,2.50,2950,4,1
SHP0029,DR-4339,Hurricane,2006,Protein Bars,Food & Water,Meal,5000,4900,4850,Atlanta,Region IV,2017-09-26,2017-09-29,Truck,BlueRiver Logistics,1.00,4900,3,1
SHP0030,DR-4339,Hurricane,3005,Plastic Sheeting,Shelter,Protection,2000,1950,1900,Dallas,Region VI,2017-09-26,2017-10-01,Truck,SafeCover Inc,6.00,11700,5,1
SHP0031,DR-4339,Hurricane,4004,Portable Chargers,Power,Equipment,1000,980,950,Dallas,Region VI,2017-09-27,2017-10-03,Truck,PowerGrid Supply,15.00,14700,6,1
SHP0032,DR-4339,Hurricane,5005,Winter Hats,Shelter,Warmth,3000,3000,2980,Atlanta,Region IV,2017-09-27,2017-09-30,Truck,ComfortCo,8.00,24000,3,0
SHP0033,DR-4339,Hurricane,6004,Infant Medicine,Medical,Infant Care,800,780,770,Atlanta,Region IV,2017-09-28,2017-10-02,Truck,CarePlus Supply,4.00,3120,4,1
SHP0034,DR-4339,Hurricane,7004,Medical Masks,Medical,Emergency,6000,6000,5980,Dallas,Region VI,2017-09-28,2017-10-01,Truck,MedRelief Inc,0.08,480,3,0
SHP0035,DR-4339,Hurricane,8004,Emergency Lights,Power,Lighting,1500,1480,1450,Dallas,Region VI,2017-09-29,2017-10-04,Truck,PowerGrid Supply,10.00,14800,5,1
SHP0036,DR-4339,Hurricane,9004,Heavy-Duty Cords,Power,Accessories,1000,980,950,Atlanta,Region IV,2017-09-29,2017-10-02,Truck,PowerGrid Supply,5.00,4900,3,1
SHP0037,DR-4339,Hurricane,1005,Water Containers,Food & Water,Beverage,1800,1750,1700,Atlanta,Region IV,2017-09-30,2017-10-03,Truck,BlueRiver Logistics,3.00,5250,3,1
SHP0038,DR-4339,Hurricane,2007,Meal Packs,Food & Water,Meal,2500,2450,2400,Atlanta,Region IV,2017-09-30,2017-10-03,Truck,BlueRiver Logistics,1.30,3185,3,1
SHP0039,DR-4339,Hurricane,3006,Emergency Shelters,Shelter,Protection,500,480,470,Dallas,Region VI,2017-10-01,2017-10-06,Truck,SafeCover Inc,40.00,19200,5,1
SHP0040,DR-4339,Hurricane,4005,Solar Chargers,Power,Equipment,600,580,560,Dallas,Region VI,2017-10-01,2017-10-07,Truck,PowerGrid Supply,20.00,11600,6,1
SHP0041,DR-4339,Hurricane,5006,Thermal Blankets,Shelter,Warmth,3500,3500,3480,Atlanta,Region IV,2017-10-02,2017-10-05,Truck,ComfortCo,6.00,21000,3,0
SHP0042,DR-4339,Hurricane,6005,Infant Kits,Medical,Infant Care,900,880,870,Atlanta,Region IV,2017-10-02,2017-10-06,Truck,CarePlus Supply,3.00,2640,4,1
SHP0043,DR-4339,Hurricane,7005,Medical Tape,Medical,Emergency,2000,2000,1980,Dallas,Region VI,2017-10-03,2017-10-06,Truck,MedRelief Inc,0.07,140,3,0
SHP0044,DR-4339,Hurricane,8005,LED Lanterns,Power,Lighting,1200,1180,1150,Dallas,Region VI,2017-10-03,2017-10-08,Truck,PowerGrid Supply,9.00,10620,5,1
SHP0045,DR-4339,Hurricane,9005,Power Adapters,Power,Accessories,1600,1580,1550,Atlanta,Region IV,2017-10-04,2017-10-07,Truck,PowerGrid Supply,4.00,6320,3,1
SHP0046,DR-4339,Hurricane,1006,Water Pumps,Food & Water,Beverage,300,290,280,Atlanta,Region IV,2017-10-04,2017-10-09,Truck,BlueRiver Logistics,60.00,17400,5,1
SHP0047,DR-4339,Hurricane,2008,Meal Rations,Food & Water,Meal,4500,4400,4350,Atlanta,Region IV,2017-10-05,2017-10-08,Truck,BlueRiver Logistics,1.40,6160,3,1
SHP0048,DR-4339,Hurricane,3007,Storm Tarps,Shelter,Protection,2200,2150,2100,Dallas,Region VI,2017-10-05,2017-10-10,Truck,SafeCover Inc,7.00,15050,5,1
SHP0049,DR-4339,Hurricane,4006,Portable Generators,Power,Equipment,180,170,165,Dallas,Region VI,2017-10-06,2017-10-12,Truck,PowerGrid Supply,500.00,85000,6,1
SHP0050,DR-4339,Hurricane,5007,Insulated Jackets,Shelter,Warmth,2800,2800,2780,Atlanta,Region IV,2017-10-06,2017-10-09,Truck,ComfortCo,20.00,56000,3,0
SHP0051,DR-4339,Hurricane,6006,Infant Food,Medical,Infant Care,1200,1180,1150,Atlanta,Region IV,2017-10-07,2017-10-11,Truck,CarePlus Supply,2.00,2360,4,1
SHP0052,DR-4339,Hurricane,7006,Medical Scissors,Medical,Emergency,900,900,890,Dallas,Region VI,2017-10-07,2017-10-10,Truck,MedRelief Inc,0.50,450,3,0
SHP0053,DR-4339,Hurricane,8006,LED Floodlights,Power,Lighting,1400,1380,1350,Dallas,Region VI,2017-10-08,2017-10-13,Truck,PowerGrid Supply,12.00,16560,5,1
SHP0054,DR-4339,Hurricane,9006,Power Splitters,Power,Accessories,1100,1080,1050,Atlanta,Region IV,2017-10-08,2017-10-11,Truck,PowerGrid Supply,3.00,3240,3,1
SHP0055,DR-4339,Hurricane,1007,Water Purifiers,Food & Water,Beverage,900,880,860,Atlanta,Region IV,2017-10-09,2017-10-12,Truck,BlueRiver Logistics,15.00,13200,3,1
SHP0056,DR-4339,Hurricane,2009,Meal Supplements,Food & Water,Meal,2800,2750,2700,Atlanta,Region IV,2017-10-09,2017-10-12,Truck,BlueRiver Logistics,1.50,4125,3,1
SHP0057,DR-4339,Hurricane,3008,Storm Shelters,Shelter,Protection,600,580,570,Dallas,Region VI,2017-10-10,2017-10-15,Truck,SafeCover Inc,45.00,26100,5,1
SHP0058,DR-4339,Hurricane,4007,Solar Panels,Power,Equipment,300,290,280,Dallas,Region VI,2017-10-10,2017-10-16,Truck,PowerGrid Supply,80.00,23200,6,1
SHP0059,DR-4339,Hurricane,5008,Wool Blankets,Shelter,Warmth,3200,3200,3180,Atlanta,Region IV,2017-10-11,2017-10-14,Truck,ComfortCo,10.00,32000,3,0
SHP0060,DR-4339,Hurricane,6007,Baby Bottles,Medical,Infant Care,2000,1950,1900,Atlanta,Region IV,2017-10-11,2017-10-15,Truck,CarePlus Supply,0.80,1560,4,1
SHP0061,DR-4339,Hurricane,7007,Medical Tweezers,Medical,Emergency,1500,1500,1480,Dallas,Region VI,2017-10-12,2017-10-15,Truck,MedRelief Inc,0.30,450,3,0
SHP0062,DR-4339,Hurricane,8007,Portable Lamps,Power,Lighting,1700,1680,1650,Dallas,Region VI,2017-10-12,2017-10-17,Truck,PowerGrid Supply,7.00,11760,5,1
SHP0063,DR-4339,Hurricane,9007,Heavy Cables,Power,Accessories,1300,1280,1250,Atlanta,Region IV,2017-10-13,2017-10-16,Truck,PowerGrid Supply,6.00,7680,3,1
SHP0064,DR-4339,Hurricane,1008,Water Storage Bags,Food & Water,Beverage,1600,1580,1550,Atlanta,Region IV,2017-10-13,2017-10-16,Truck,BlueRiver Logistics,4.00,6320,3,1
SHP0065,DR-4339,Hurricane,2010,Meal Containers,Food & Water,Meal,2600,2550,2500,Atlanta,Region IV,2017-10-14,2017-10-17,Truck,BlueRiver Logistics,0.70,1785,3,1
SHP0066,DR-4339,Hurricane,3009,Wind Barriers,Shelter,Protection,700,680,670,Dallas,Region VI,2017-10-14,2017-10-19,Truck,SafeCover Inc,20.00,13600,5,1
SHP0067,DR-4339,Hurricane,4008,Backup Batteries,Power,Equipment,900,880,860,Dallas,Region VI,2017-10-15,2017-10-21,Truck,PowerGrid Supply,25.00,22000,6,1
SHP0068,DR-4339,Hurricane,5009,Insulated Gloves,Shelter,Warmth,2400,2400,2380,Atlanta,Region IV,2017-10-15,2017-10-18,Truck,ComfortCo,5.00,12000,3,0
SHP0069,DR-4339,Hurricane,6008,Infant Towels,Medical,Infant Care,1800,1750,1700,Atlanta,Region IV,2017-10-16,2017-10-20,Truck,CarePlus Supply,0.40,700,4,1
SHP0070,DR-4339,Hurricane,7008,Medical Kits,Medical,Emergency,2200,2200,2180,Dallas,Region VI,2017-10-16,2017-10-19,Truck,MedRelief Inc,3.00,6600,3,0
SHP0071,DR-4339,Hurricane,8008,LED Torches,Power,Lighting,1300,1280,1250,Dallas,Region VI,2017-10-17,2017-10-22,Truck,PowerGrid Supply,6.00,7680,5,1
SHP0072,DR-4339,Hurricane,9008,Power Cables,Power,Accessories,1700,1680,1650,Atlanta,Region IV,2017-10-17,2017-10-20,Truck,PowerGrid Supply,4.00,6720,3,1
SHP0073,DR-4339,Hurricane,1009,Water Drums,Food & Water,Beverage,500,480,470,Atlanta,Region IV,2017-10-18,2017-10-23,Truck,BlueRiver Logistics,30.00,14400,5,1
SHP0074,DR-4339,Hurricane,2011,Meal Kits Deluxe,Food & Water,Meal,3000,2950,2900,Atlanta,Region IV,2017-10-18,2017-10-21,Truck,BlueRiver Logistics,2.00,5900,3,1
SHP0075,DR-4339,Hurricane,3010,Storm Shelters Pro,Shelter,Protection,400,380,370,Dallas,Region VI,2017-10-19,2017-10-24,Truck,SafeCover Inc,60.00,22800,5,1
SHP0076,DR-4339,Hurricane,4009,Portable Batteries,Power,Equipment,700,680,660,Dallas,Region VI,2017-10-19,2017-10-25,Truck,PowerGrid Supply,18.00,12240,6,1
SHP0077,DR-4339,Hurricane,5010,Thermal Socks,Shelter,Warmth,2600,2600,2580,Atlanta,Region IV,2017-10-20,2017-10-23,Truck,ComfortCo,3.00,7800,3,0
SHP0078,DR-4339,Hurricane,6009,Infant Blankets,Medical,Infant Care,1400,1380,1350,Atlanta,Region IV,2017-10-20,2017-10-24,Truck,CarePlus Supply,1.00,1380,4,1
SHP0079,DR-4339,Hurricane,7009,Medical Wraps,Medical,Emergency,2800,2800,2780,Dallas,Region VI,2017-10-21,2017-10-24,Truck,MedRelief Inc,0.20,560,3,0
SHP0080,DR-4339,Hurricane,8009,LED Spotlights,Power,Lighting,1600,1580,1550,Dallas,Region VI,2017-10-21,2017-10-26,Truck,PowerGrid Supply,11.00,17380,5,1
SHP0081,DR-4339,Hurricane,9009,Power Connectors,Power,Accessories,1400,1380,1350,Atlanta,Region IV,2017-10-22,2017-10-25,Truck,PowerGrid Supply,5.00,6900,3,1
SHP0082,DR-4339,Hurricane,1010,Water Barrels,Food & Water,Beverage,700,680,670,Atlanta,Region IV,2017-10-22,2017-10-25,Truck,BlueRiver Logistics,20.00,13600,3,1
SHP0083,DR-4339,Hurricane,2012,Meal Packs Premium,Food & Water,Meal,3200,3150,3100,Atlanta,Region IV,2017-10-23,2017-10-26,Truck,BlueRiver Logistics,2.50,7875,3,1
SHP0084,DR-4339,Hurricane,3011,Storm Barriers,Shelter,Protection,900,880,870,Dallas,Region VI,2017-10-23,2017-10-28,Truck,SafeCover Inc,22.00,19360,5,1
SHP0085,DR-4339,Hurricane,4010,Portable Power Units,Power,Equipment,500,480,470,Dallas,Region VI,2017-10-24,2017-10-30,Truck,PowerGrid Supply,100.00,48000,6,1
SHP0086,DR-4339,Hurricane,5011,Thermal Scarves,Shelter,Warmth,3000,3000,2980,Atlanta,Region IV,2017-10-24,2017-10-27,Truck,ComfortCo,4.00,12000,3,0
SHP0087,DR-4339,Hurricane,6010,Infant Kits Deluxe,Medical,Infant Care,1000,980,960,Atlanta,Region IV,2017-10-25,2017-10-29,Truck,CarePlus Supply,3.50,3430,4,1
SHP0088,DR-4339,Hurricane,7010,Medical Gauze,Medical,Emergency,3500,3500,3480,Dallas,Region VI,2017-10-25,2017-10-28,Truck,MedRelief Inc,0.10,350,3,0
SHP0089,DR-4339,Hurricane,8010,LED Panels,Power,Lighting,1800,1780,1750,Dallas,Region VI,2017-10-26,2017-10-31,Truck,PowerGrid Supply,14.00,24920,5,1
SHP0090,DR-4339,Hurricane,9010,Power Switches,Power,Accessories,1600,1580,1550,Atlanta,Region IV,2017-10-26,2017-10-29,Truck,PowerGrid Supply,4.00,6320,3,1
SHP0091,DR-4339,Hurricane,1011,Water Carriers,Food & Water,Beverage,900,880,870,Atlanta,Region IV,2017-10-27,2017-10-30,Truck,BlueRiver Logistics,12.00,10560,3,1
SHP0092,DR-4339,Hurricane,2013,Meal Packs Ultra,Food & Water,Meal,3400,3350,3300,Atlanta,Region IV,2017-10-27,2017-10-30,Truck,BlueRiver Logistics,3.00,10050,3,1
SHP0093,DR-4339,Hurricane,3012,Storm Shields,Shelter,Protection,1000,980,960,Dallas,Region VI,2017-10-28,2017-11-02,Truck,SafeCover Inc,30.00,29400,5,1
SHP0094,DR-4339,Hurricane,4011,Portable Generators Pro,Power,Equipment,200,190,185,Dallas,Region VI,2017-10-28,2017-11-03,Truck,PowerGrid Supply,550.00,104500,6,1
SHP0095,DR-4339,Hurricane,5012,Thermal Boots,Shelter,Warmth,2800,2800,2780,Atlanta,Region IV,2017-10-29,2017-11-01,Truck,ComfortCo,25.00,70000,3,0
SHP0096,DR-4339,Hurricane,6011,Infant Medical Kits,Medical,Infant Care,1100,1080,1060,Atlanta,Region IV,2017-10-29,2017-11-02,Truck,CarePlus Supply,4.00,4320,4,1
SHP0097,DR-4339,Hurricane,7011,Medical Gloves Pro,Medical,Emergency,4000,4000,3980,Dallas,Region VI,2017-10-30,2017-11-02,Truck,MedRelief Inc,0.15,600,3,0
SHP0098,DR-4339,Hurricane,8011,LED Emergency Panels,Power,Lighting,2000,1980,1950,Dallas,Region VI,2017-10-30,2017-11-04,Truck,PowerGrid Supply,16.00,31680,5,1
SHP0099,DR-4339,Hurricane,9011,Power Surge Protectors,Power,Accessories,1800,1780,1750,Atlanta,Region IV,2017-10-31,2017-11-03,Truck,PowerGrid Supply,7.00,12460,3,1
SHP0100,DR-4339,Hurricane,1012,Water Storage Tanks,Food & Water,Beverage,600,580,570,Atlanta,Region IV,2017-10-31,2017-11-03,Truck,BlueRiver Logistics,35.00,20300,3,1
SHP0101,DR-4339,Hurricane,1013,Water Barrels Pro,Food & Water,Beverage,750,730,720,Atlanta,Region IV,2017-11-01,2017-11-04,Truck,BlueRiver Logistics,22.00,16060,3,1
SHP0102,DR-4339,Hurricane,2014,Meal Packs Extreme,Food & Water,Meal,3600,3550,3500,Atlanta,Region IV,2017-11-01,2017-11-04,Truck,BlueRiver Logistics,3.20,11360,3,1
SHP0103,DR-4339,Hurricane,3013,Storm Shelters Ultra,Shelter,Protection,450,430,420,Dallas,Region VI,2017-11-02,2017-11-07,Truck,SafeCover Inc,65.00,27950,5,1
SHP0104,DR-4339,Hurricane,4012,Portable Power Units Pro,Power,Equipment,550,530,520,Dallas,Region VI,2017-11-02,2017-11-08,Truck,PowerGrid Supply,110.00,58300,6,1
SHP0105,DR-4339,Hurricane,5013,Thermal Pants,Shelter,Warmth,3000,3000,2980,Atlanta,Region IV,2017-11-03,2017-11-06,Truck,ComfortCo,12.00,36000,3,0
SHP0106,DR-4339,Hurricane,6012,Infant Medical Kits Pro,Medical,Infant Care,1200,1180,1160,Atlanta,Region IV,2017-11-03,2017-11-07,Truck,CarePlus Supply,4.50,5310,4,1
SHP0107,DR-4339,Hurricane,7012,Medical Gloves Ultra,Medical,Emergency,4200,4200,4180,Dallas,Region VI,2017-11-04,2017-11-07,Truck,MedRelief Inc,0.20,840,3,0
SHP0108,DR-4339,Hurricane,8012,LED Emergency Panels Pro,Power,Lighting,2100,2080,2050,Dallas,Region VI,2017-11-04,2017-11-09,Truck,PowerGrid Supply,18.00,37440,5,1
SHP0109,DR-4339,Hurricane,9012,Power Surge Protectors Pro,Power,Accessories,1900,1880,1850,Atlanta,Region IV,2017-11-05,2017-11-08,Truck,PowerGrid Supply,8.00,15040,3,1
SHP0110,DR-4339,Hurricane,1014,Water Storage Tanks Pro,Food & Water,Beverage,650,630,620,Atlanta,Region IV,2017-11-05,2017-11-08,Truck,BlueRiver Logistics,40.00,25200,3,1
SHP0111,DR-4339,Hurricane,2015,Meal Packs Elite,Food & Water,Meal,3500,3450,3400,Atlanta,Region IV,2017-11-06,2017-11-09,Truck,BlueRiver Logistics,3.50,12075,3,1
SHP0112,DR-4339,Hurricane,3014,Storm Shields Pro,Shelter,Protection,1100,1080,1060,Dallas,Region VI,2017-11-06,2017-11-11,Truck,SafeCover Inc,35.00,37800,5,1
SHP0113,DR-4339,Hurricane,4013,Portable Generators Elite,Power,Equipment,220,210,205,Dallas,Region VI,2017-11-07,2017-11-13,Truck,PowerGrid Supply,600.00,126000,6,1
SHP0114,DR-4339,Hurricane,5014,Thermal Jackets Pro,Shelter,Warmth,2900,2900,2880,Atlanta,Region IV,2017-11-07,2017-11-10,Truck,ComfortCo,30.00,87000,3,0
SHP0115,DR-4339,Hurricane,6013,Infant Kits Ultra,Medical,Infant Care,1300,1280,1260,Atlanta,Region IV,2017-11-08,2017-11-12,Truck,CarePlus Supply,5.00,6400,4,1
SHP0116,DR-4339,Hurricane,7013,Medical Gauze Pro,Medical,Emergency,3600,3600,3580,Dallas,Region VI,2017-11-08,2017-11-11,Truck,MedRelief Inc,0.12,432,3,0
SHP0117,DR-4339,Hurricane,8013,LED Panels Ultra,Power,Lighting,1900,1880,1850,Dallas,Region VI,2017-11-09,2017-11-14,Truck,PowerGrid Supply,15.00,28200,5,1
SHP0118,DR-4339,Hurricane,9013,Power Switches Pro,Power,Accessories,1700,1680,1650,Atlanta,Region IV,2017-11-09,2017-11-12,Truck,PowerGrid Supply,5.00,8400,3,1
SHP0119,DR-4339,Hurricane,1015,Water Carriers Pro,Food & Water,Beverage,950,930,920,Atlanta,Region IV,2017-11-10,2017-11-13,Truck,BlueRiver Logistics,14.00,13020,3,1
SHP0120,DR-4339,Hurricane,2016,Meal Packs Supreme,Food & Water,Meal,3600,3550,3500,Atlanta,Region IV,2017-11-10,2017-11-13,Truck,BlueRiver Logistics,4.00,14200,3,1
SHP0121,DR-4339,Hurricane,3015,Storm Barriers Pro,Shelter,Protection,950,930,920,Dallas,Region VI,2017-11-11,2017-11-16,Truck,SafeCover Inc,24.00,22320,5,1
SHP0122,DR-4339,Hurricane,4014,Portable Power Units Ultra,Power,Equipment,520,500,490,Dallas,Region VI,2017-11-11,2017-11-17,Truck,PowerGrid Supply,120.00,60000,6,1
SHP0123,DR-4339,Hurricane,5015,Thermal Gloves Pro,Shelter,Warmth,3100,3100,3080,Atlanta,Region IV,2017-11-12,2017-11-15,Truck,ComfortCo,6.00,18600,3,0
SHP0124,DR-4339,Hurricane,6014,Infant Towels Pro,Medical,Infant Care,1500,1480,1460,Atlanta,Region IV,2017-11-12,2017-11-16,Truck,CarePlus Supply,0.50,740,4,1
SHP0125,DR-4339,Hurricane,7014,Medical Wraps Pro,Medical,Emergency,2900,2900,2880,Dallas,Region VI,2017-11-13,2017-11-16,Truck,MedRelief Inc,0.25,725,3,0
SHP0126,DR-4339,Hurricane,8014,LED Spotlights Pro,Power,Lighting,1700,1680,1650,Dallas,Region VI,2017-11-13,2017-11-18,Truck,PowerGrid Supply,12.00,20160,5,1
SHP0127,DR-4339,Hurricane,9014,Power Connectors Pro,Power,Accessories,1500,1480,1460,Atlanta,Region IV,2017-11-14,2017-11-17,Truck,PowerGrid Supply,6.00,8880,3,1
SHP0128,DR-4339,Hurricane,1016,Water Barrels Ultra,Food & Water,Beverage,800,780,770,Atlanta,Region IV,2017-11-14,2017-11-17,Truck,BlueRiver Logistics,25.00,19500,3,1
SHP0129,DR-4339,Hurricane,2017,Meal Packs Hyper,Food & Water,Meal,3800,3750,3700,Atlanta,Region IV,2017-11-15,2017-11-18,Truck,BlueRiver Logistics,4.50,16875,3,1
SHP0130,DR-4339,Hurricane,3016,Storm Shields Ultra,Shelter,Protection,1200,1180,1160,Dallas,Region VI,2017-11-15,2017-11-20,Truck,SafeCover Inc,38.00,44840,5,1
SHP0131,DR-4339,Hurricane,4015,Portable Generators Ultra,Power,Equipment,240,230,225,Dallas,Region VI,2017-11-16,2017-11-22,Truck,PowerGrid Supply,650.00,149500,6,1
SHP0132,DR-4339,Hurricane,5016,Thermal Coats Pro,Shelter,Warmth,3000,3000,2980,Atlanta,Region IV,2017-11-16,2017-11-19,Truck,ComfortCo,35.00,105000,3,0
SHP0133,DR-4339,Hurricane,6015,Infant Kits Hyper,Medical,Infant Care,1400,1380,1360,Atlanta,Region IV,2017-11-17,2017-11-21,Truck,CarePlus Supply,5.50,7590,4,1
SHP0134,DR-4339,Hurricane,7015,Medical Gauze Ultra,Medical,Emergency,3800,3800,3780,Dallas,Region VI,2017-11-17,2017-11-20,Truck,MedRelief Inc,0.15,570,3,0
SHP0135,DR-4339,Hurricane,8015,LED Panels Hyper,Power,Lighting,2000,1980,1950,Dallas,Region VI,2017-11-18,2017-11-23,Truck,PowerGrid Supply,17.00,33660,5,1
SHP0136,DR-4339,Hurricane,9015,Power Switches Ultra,Power,Accessories,1800,1780,1750,Atlanta,Region IV,2017-11-18,2017-11-21,Truck,PowerGrid Supply,6.00,10680,3,1
SHP0137,DR-4339,Hurricane,1017,Water Carriers Ultra,Food & Water,Beverage,1000,980,970,Atlanta,Region IV,2017-11-19,2017-11-22,Truck,BlueRiver Logistics,16.00,15680,3,1
SHP0138,DR-4339,Hurricane,2018,Meal Packs Titan,Food & Water,Meal,3900,3850,3800,Atlanta,Region IV,2017-11-19,2017-11-22,Truck,BlueRiver Logistics,5.00,19250,3,1
SHP0139,DR-4339,Hurricane,3017,Storm Barriers Ultra,Shelter,Protection,1300,1280,1260,Dallas,Region VI,2017-11-20,2017-11-25,Truck,SafeCover Inc,26.00,33280,5,1
SHP0140,DR-4339,Hurricane,4016,Portable Power Units Titan,Power,Equipment,540,520,510,Dallas,Region VI,2017-11-20,2017-11-26,Truck,PowerGrid Supply,130.00,67600,6,1
SHP0141,DR-4339,Hurricane,5017,Thermal Gloves Ultra,Shelter,Warmth,3200,3200,3180,Atlanta,Region IV,2017-11-21,2017-11-24,Truck,ComfortCo,7.00,22400,3,0
SHP0142,DR-4339,Hurricane,6016,Infant Towels Ultra,Medical,Infant Care,1600,1580,1560,Atlanta,Region IV,2017-11-21,2017-11-25,Truck,CarePlus Supply,0.60,948,4,1
SHP0143,DR-4339,Hurricane,7016,Medical Wraps Ultra,Medical,Emergency,3000,3000,2980,Dallas,Region VI,2017-11-22,2017-11-25,Truck,MedRelief Inc,0.30,900,3,0
